vix_warning_low,vix_warning_high,vix_risk_low,vix_risk_high,vix_crash_th,vix_extreme_th,panic_drop_pct,risk_warning_pos,panic_reversal_pos,risk_warning_confirm_days,risk_warning_gap_buy_pct,risk_repair_vix_th,risk_repair_gap_buy_pct,risk_on_gap_buy_pct,panic_gap_buy_pct,cagr,max_dd,calmar,vol,sharpe,total_turnover,annual_turnover,trade_count,avg_position,time_in_market,worst_year,recovery_days,total_ret,score
15,20,20,30,30,45,0.02,0.6,0.4,2,0.33,20,0.5,1.0,0.5,0.09762060447412435,-0.1281391942806488,0.7618325136360462,0.08863435299432107,1.101385649877526,196.3568743560479,18.038065482531817,526,0.6401774976510489,64.0177497651049,-0.06074017916094576,399,1.7564546733980069,0.26087115693851587
15,20,20,30,30,45,0.02,0.6,0.4,2,0.33,20,0.5,1.0,1.0,0.09755108855241024,-0.12813919428064866,0.7612900104456347,0.08870243676586927,1.0997565806438558,197.6088743560479,18.153078812511694,525,0.6404154420368287,64.04154420368286,-0.06310885060411442,399,1.754554894362843,0.25687825384870827
15,20,20,30,30,45,0.02,0.6,0.4,2,0.5,20,0.67,1.0,0.5,0.09749576624763745,-0.1281391942806492,0.7608582744332165,0.08900185985983242,1.0954351560875464,199.52554423776212,18.329151165201864,526,0.6420596917560542,64.20596917560542,-0.06074017916094576,399,1.7530438580438625,0.25116434725558395
15,20,20,30,30,45,0.02,0.6,0.4,2,0.5,20,0.67,1.0,1.0,0.09742545758942533,-0.1281391942806488,0.760309584716487,0.08906963164517007,1.093812288093238,200.77554423776215,18.44398076781756,525,0.6422972841530974,64.22972841530974,-0.06310885060411442,399,1.7511245807681188,0.24717076946038435
15,20,20,30,30,45,0.02,0.6,0.4,2,0.5,20,0.5,1.0,0.5,0.09724100602213803,-0.12813919428064893,0.7588701221982241,0.08881913430431536,1.0948204661505407,197.85,18.175229502012073,526,0.6409758232463124,64.09758232463125,-0.06074017916094576,399,1.7460952180809497,0.2537938449162858
15,20,20,30,30,45,0.02,0.6,0.4,2,0.5,20,0.5,1.0,1.0,0.09717071368458141,-0.12813919428064943,0.7583215598481047,0.08888704480879822,1.0931932082296345,199.1,18.290059104627765,525,0.6412134156433555,64.12134156433555,-0.06310885060411442,399,1.7441807850312658,0.2498003944876946
15,20,20,30,30,45,0.02,0.6,0.5,3,0.25,20,0.67,1.0,1.0,0.09815396565070644,-0.1307902583705442,0.7504684742851773,0.08903766267588728,1.1023870427507076,200.5386911322934,18.422222569434144,514,0.6416666930803427,64.16666930803427,-0.06968529849613936,484,1.7710703698750478,0.22802593046266167
15,20,20,30,30,45,0.02,0.6,0.5,3,0.25,20,0.67,1.0,0.5,0.09815119135243688,-0.1307902583705443,0.7504472624739598,0.08886738042242472,1.104468151147049,197.7136911322934,18.162707667522678,515,0.6411343101165976,64.11343101165976,-0.06496167413551468,399,1.7709941640447395,0.24044451204691247
15,20,20,30,30,45,0.02,0.6,0.5,3,0.33,20,0.67,1.0,0.5,0.09813190908684244,-0.13079025837054428,0.7502998335611749,0.08895908795361106,1.103112805495653,198.2689993987913,18.21372032957961,515,0.64154805553204,64.154805553204,-0.06496167413551468,399,1.7704645615852233,0.23876670327241983
15,20,20,30,30,45,0.02,0.6,0.5,3,0.33,20,0.67,1.0,1.0,0.09813025399697062,-0.13079025837054445,0.7502871790264063,0.08912914148355244,1.100989556991068,201.06999939879128,18.471030503120854,514,0.6420762146309488,64.20762146309488,-0.06968529849613936,484,1.7704191075352842,0.226380397193289
15,20,20,30,30,45,0.02,0.6,0.5,3,0.5,20,0.67,1.0,0.5,0.09798091141120824,-0.1307902583705443,0.7491453310965768,0.08910490084953454,1.099613045714085,199.18387423776215,18.297764100941304,515,0.6422021292780533,64.22021292780533,-0.06496167413551468,399,1.7663204699731838,0.23509088766697067
15,20,20,30,30,45,0.02,0.6,0.5,3,0.25,20,0.5,1.0,0.5,0.09797546360964593,-0.13079025837054478,0.7491036781353354,0.08867394131648626,1.1048957805987398,196.11325683593748,18.015685880112212,515,0.6399976361095799,63.99976361095799,-0.06496167413551468,399,1.7661710617570106,0.2435115813306012
15,20,20,30,30,45,0.02,0.6,0.5,3,0.5,20,0.67,1.0,1.0,0.09796984642434925,-0.13079025837054378,0.7490607300949698,0.08927455452075787,1.097399443215027,201.93387423776215,18.55038922669583,514,0.6427213126641851,64.27213126641851,-0.06968529849613936,484,1.7660170157952653,0.22277318655460449
15,20,20,30,30,45,0.02,0.6,0.5,3,0.33,20,0.5,1.0,0.5,0.0979534020254158,-0.13079025837054367,0.748934999026477,0.08876760393220141,1.1034814243744855,196.6774921560479,18.067518614184227,515,0.640423002367698,64.0423002367698,-0.06496167413551468,399,1.7655660885888533,0.24178792019958456
15,20,20,30,30,45,0.02,0.6,0.5,3,0.25,20,0.5,1.0,1.0,0.09793923722420206,-0.13079025837054423,0.7488266973731992,0.08884864110623349,1.1023155335273978,199.0382568359375,18.284387150232938,514,0.6405476185101432,64.05476185101432,-0.06968529849613936,484,1.7651777244920575,0.23051921612671983
15,20,20,30,30,45,0.02,0.6,0.5,2,0.25,20,0.67,1.0,0.5,0.09793889687243151,-0.13079025837054412,0.7488240951016333,0.08891522725069313,1.1014862122130835,198.48940113229338,18.23396724435869,526,0.641378539261265,64.1378539261265,-0.06496167413551468,399,1.7651683934908862,0.23668355736950603
15,20,20,30,30,45,0.02,0.6,0.5,3,0.33,20,0.5,1.0,1.0,0.09791274790575555,-0.1307902583705445,0.7486241645639767,0.08894206607110756,1.1008598319211078,199.5784921560479,18.334015155934733,514,0.6409687609034249,64.09687609034249,-0.06968529849613936,484,1.764451585281119,0.22882784314644294
15,20,20,30,30,45,0.02,0.6,0.5,2,0.25,20,0.67,1.0,1.0,0.09789544555041463,-0.1307902583705446,0.7484918737071764,0.08908316044413676,1.0989220079568682,201.23940113229338,18.486592370113218,525,0.6418977226473966,64.18977226473966,-0.06968529849613936,484,1.7639773774635854,0.22411823586428797
15,20,20,30,30,45,0.02,0.6,0.5,2,0.33,20,0.67,1.0,0.5,0.09784277229023908,-0.13079025837054387,0.748089142947017,0.08902358248737798,1.0990657706244467,199.2704437987913,18.305716699574578,526,0.6418636916460843,64.18636916460842,-0.06496167413551468,399,1.7625342095491487,0.23379612155841373
15,20,20,30,30,45,0.02,0.6,0.5,3,0.5,20,0.5,1.0,0.5,0.09780319377233049,-0.1307902583705443,0.7477865323519924,0.08891551320886863,1.099956467018124,197.6,18.15226358148893,515,0.6410902195856294,64.10902195856293,-0.06496167413551468,399,1.7614502681388653,0.23809710450595772
15,20,20,30,30,45,0.02,0.6,0.5,2,0.33,20,0.67,1.0,1.0,0.09778011144106213,-0.13079025837054403,0.7476100487854355,0.08919048734444049,1.0963065047895724,201.9724437987913,18.55393236858866,525,0.6423744273025433,64.23744273025433,-0.06968529849613936,484,1.760818288011392,0.22121621098828465
15,20,20,30,30,45,0.02,0.6,0.5,3,0.5,20,0.5,1.0,1.0,0.09775313694719379,-0.13079025837054462,0.7474038064077168,0.08908956308093943,1.0972456656722331,200.45,18.414075075452715,514,0.6416270024085791,64.1627002408579,-0.06968529849613936,484,1.7600799092879398,0.22520568740464325
15,20,20,30,30,45,0.02,0.6,0.5,2,0.25,20,0.5,1.0,0.5,0.09774054999918191,-0.1307902583705443,0.7473075687508113,0.08872335710268062,1.10163268378208,196.9101318359375,18.08888975177972,526,0.6402500780314384,64.02500780314384,-0.06496167413551468,399,1.759735425375474,0.2395193557960527
15,20,20,30,30,45,0.02,0.6,0.5,2,0.25,20,0.5,1.0,1.0,0.09765811627283094,-0.13079025837054456,0.7466772945440151,0.08889569671523884,1.0985696707643895,199.7601318359375,18.350701245743505,525,0.6407868608543882,64.07868608543882,-0.06968529849613936,484,1.7574803158990555,0.22638039043221808
15,20,20,30,30,45,0.02,0.6,0.5,2,0.33,20,0.5,1.0,0.5,0.0976344111635401,-0.13079025837054462,0.746496049322955,0.08883418544594816,1.0990635043639423,197.7068743560479,18.162081453356766,526,0.6407494793476347,64.07494793476347,-0.06496167413551468,399,1.7568321337263177,0.23651208532088458
15,20,20,30,30,45,0.02,0.6,0.5,2,0.33,20,0.5,1.0,1.0,0.09753277640510793,-0.1307902583705442,0.7457189673009598,0.08900548411905472,1.095806369354129,200.5088743560479,18.419483490580102,525,0.6412778144409117,64.12778144409117,-0.06968529849613936,484,1.7540546452864523,0.22335859584406553
15,20,20,30,30,45,0.02,0.6,0.5,2,0.5,20,0.67,1.0,0.5,0.09752176487307773,-0.13079025837054434,0.7456347750058494,0.08920667130771882,1.0932115663936832,200.64154423776213,18.431671034417157,526,0.6426608885177577,64.26608885177578,-0.06496167413551468,399,1.7537538732788147,0.22756312357196778
15,20,20,30,30,45,0.02,0.7,0.4,3,0.25,20,0.67,1.0,0.5,0.0982650538046006,-0.13191861773197772,0.7448914754720074,0.09004150542071154,1.0913306407469001,194.39158817639117,17.857527057702935,514,0.6495670890725115,64.95670890725115,-0.06074017916094576,399,1.7741233598970636,0.24178742461668573
