risk_pos,core_floor,panic_drop_pct,panic_reversal_pos,panic_rsi_low,panic_rsi_high,recovery_gap_buy_pct,dip_buy_gap_buy_pct,total_ret,cagr,max_dd,calmar,ann_vol,sharpe,sortino,total_turnover,annual_turnover,trade_count,avg_position,time_in_market,worst_year,recovery_days,pass_filter,cagr_rank,calmar_rank,sharpe_rank,sortino_rank,turnover_rank_low_better,trade_count_rank_low_better,score
0.3,0.0,0.015,0.5,35,45,0.75,0.75,2.0284952887965346,0.10715206696379709,-0.17376363658727434,0.6166541462199371,0.09806911225163152,1.092617894703278,1.3099163003162195,153.23516322652773,14.076746320042568,951,0.686645831090782,68.66458310907821,-0.06834305737968505,484,False,0.011979166666666667,0.9640625,0.9661458333333334,0.9578125,0.0390625,0.04739583333333333,0.491875
0.3,0.0,0.015,0.5,35,45,0.75,1.0,2.0284952887965346,0.10715206696379709,-0.17376363658727434,0.6166541462199371,0.09806911225163152,1.092617894703278,1.3099163003162195,153.23516322652773,14.076746320042568,951,0.686645831090782,68.66458310907821,-0.06834305737968505,484,False,0.011979166666666667,0.9640625,0.9661458333333334,0.9578125,0.0390625,0.04739583333333333,0.491875
0.3,0.0,0.015,0.5,35,45,1.0,0.75,2.061580908625485,0.10825771959585051,-0.17529308026371532,0.6175812498301979,0.10014371878877355,1.081023561988858,1.2723670536943767,164.6,15.120762072434607,270,0.6956353396691306,69.56353396691306,-0.07004525292184816,504,False,0.016145833333333335,0.9661458333333334,0.9640625,0.8911458333333333,0.0140625,0.5682291666666667,0.5069791666666666
0.3,0.0,0.015,0.5,35,45,1.0,1.0,2.061580908625485,0.10825771959585051,-0.17529308026371532,0.6175812498301979,0.10014371878877355,1.081023561988858,1.2723670536943767,164.6,15.120762072434607,270,0.6956353396691306,69.56353396691306,-0.07004525292184816,504,False,0.016145833333333335,0.9661458333333334,0.9640625,0.8911458333333333,0.0140625,0.5682291666666667,0.5069791666666666
0.3,0.0,0.015,0.6,35,45,0.75,0.75,2.0027447623872066,0.10628392064196279,-0.1810443810209678,0.5870600349074266,0.09857905522948676,1.0781592539565277,1.2858560662664014,156.76016322652774,14.400565799418827,951,0.6873894072963436,68.73894072963435,-0.07409377845425247,504,False,0.0078125,0.9223958333333333,0.9598958333333333,0.9119791666666667,0.030729166666666665,0.04739583333333333,0.47343749999999996
0.3,0.0,0.015,0.6,35,45,0.75,1.0,2.0027447623872066,0.10628392064196279,-0.1810443810209678,0.5870600349074266,0.09857905522948676,1.0781592539565277,1.2858560662664014,156.76016322652774,14.400565799418827,951,0.6873894072963436,68.73894072963435,-0.07409377845425247,504,False,0.0078125,0.9223958333333333,0.9598958333333333,0.9119791666666667,0.030729166666666665,0.04739583333333333,0.47343749999999996
0.3,0.0,0.015,0.6,35,45,1.0,0.75,2.0329697202356662,0.10730223271899808,-0.18332839747624474,0.5853006637059709,0.10074729830594975,1.065063128473602,1.2469516913262746,169.2,15.54333501006036,270,0.6965857092573038,69.65857092573037,-0.07678651437506678,519,False,0.0140625,0.9182291666666667,0.9244791666666666,0.8036458333333333,0.005729166666666666,0.5682291666666667,0.47677083333333337
0.3,0.0,0.015,0.6,35,45,1.0,1.0,2.0329697202356662,0.10730223271899808,-0.18332839747624474,0.5853006637059709,0.10074729830594975,1.065063128473602,1.2469516913262746,169.2,15.54333501006036,270,0.6965857092573038,69.65857092573037,-0.07678651437506678,519,False,0.0140625,0.9182291666666667,0.9244791666666666,0.8036458333333333,0.005729166666666666,0.5682291666666667,0.47677083333333337
0.3,0.0,0.015,0.7,35,45,0.75,0.75,1.976916020003809,0.10540631876939388,-0.18830891832890803,0.5597521333816325,0.09917086022197838,1.0628759146936753,1.2596292376080565,160.28516322652774,14.724385278795085,951,0.6881329835019049,68.8132983501905,-0.07983110487091971,525,False,0.005729166666666666,0.8744791666666667,0.9223958333333333,0.8536458333333333,0.0265625,0.04739583333333333,0.4483333333333334
0.3,0.0,0.015,0.7,35,45,0.75,1.0,1.976916020003809,0.10540631876939388,-0.18830891832890803,0.5597521333816325,0.09917086022197838,1.0628759146936753,1.2596292376080565,160.28516322652774,14.724385278795085,951,0.6881329835019049,68.8132983501905,-0.07983110487091971,525,False,0.005729166666666666,0.8744791666666667,0.9223958333333333,0.8536458333333333,0.0265625,0.04739583333333333,0.4483333333333334
