ma_len,us10y_th,vix_th,rsi_th,risk_pos,cagr,max_dd,calmar,avg_exposure,dd_peak,dd_trough
180,0.15,45,32,0.7,0.1308085361197211,-0.2648948372678672,0.49381308246277655,86.64411366711772,2020-02-19,2020-03-23
150,0.15,38,32,0.6,0.13077292402780905,-0.2390240755052716,0.5471119331865165,82.31393775372123,2020-02-19,2020-03-23
150,0.15,40,32,0.6,0.13077292402780905,-0.2390240755052716,0.5471119331865165,82.31393775372123,2020-02-19,2020-03-23
120,0.15,45,35,0.7,0.13076124340195427,-0.26489483726786733,0.4936345485273679,86.54262516914748,2020-02-19,2020-03-23
200,0.12,38,30,0.7,0.1307584432576019,-0.2648948372678671,0.4936239777499939,85.39580514208389,2020-02-19,2020-03-23
200,0.12,40,30,0.7,0.1307584432576019,-0.2648948372678671,0.4936239777499939,85.39580514208389,2020-02-19,2020-03-23
150,0.1,35,32,0.7,0.13074855939878693,-0.2648948372678672,0.49358666536249346,84.76657645466847,2020-02-19,2020-03-23
200,0.15,38,30,0.7,0.13069981386058238,-0.26489483726786744,0.49340264690933133,86.48173207036535,2020-02-19,2020-03-23
200,0.15,40,30,0.7,0.13069981386058238,-0.26489483726786744,0.49340264690933133,86.48173207036535,2020-02-19,2020-03-23
200,0.12,35,32,0.7,0.1306481986779866,-0.26489483726786733,0.4932077953103795,85.37550744248983,2020-02-19,2020-03-23
200,0.08,35,32,0.7,0.13064287167134347,-0.26489483726786744,0.49318768541809876,83.81258457374831,2020-02-19,2020-03-23
200,0.08,35,35,0.7,0.13064287167134347,-0.26489483726786744,0.49318768541809876,83.81258457374831,2020-02-19,2020-03-23
120,0.15,38,32,0.7,0.1306342114541852,-0.26489483726786733,0.49315499237942895,86.51217861975643,2020-02-19,2020-03-23
120,0.15,40,32,0.7,0.1306342114541852,-0.26489483726786733,0.49315499237942895,86.51217861975643,2020-02-19,2020-03-23
200,0.15,35,32,0.7,0.13061951848692632,-0.2648948372678672,0.49309952520834194,86.46143437077131,2020-02-19,2020-03-23
200,0.08,38,30,0.7,0.13051272178769402,-0.2648948372678671,0.4926963588033876,83.82273342354534,2020-02-19,2020-03-23
200,0.08,40,30,0.7,0.13051272178769402,-0.2648948372678671,0.4926963588033876,83.82273342354534,2020-02-19,2020-03-23
150,0.15,45,35,0.6,0.13048444077107435,-0.23902407550527138,0.5459050118497234,82.34100135317998,2020-02-19,2020-03-23
200,0.15,45,32,0.6,0.1304775092838648,-0.23902407550527138,0.5458760127323965,82.0297699594046,2020-02-19,2020-03-23
200,0.1,45,32,0.7,0.1304684358852004,-0.2648948372678678,0.4925291758452344,84.55345060893099,2020-02-19,2020-03-23
150,0.12,45,32,0.6,0.1304474369381583,-0.2390240755052716,0.5457501996918354,80.87956698240865,2020-02-19,2020-03-23
120,0.12,45,32,0.7,0.1303824821923456,-0.26489483726786733,0.4922046935195647,85.47699594046007,2020-02-19,2020-03-23
180,0.15,45,35,0.7,0.1302905969663375,-0.26489483726786744,0.4918578191638548,86.65426251691474,2020-02-19,2020-03-23
150,0.15,35,30,0.7,0.1302346933081664,-0.26489483726786744,0.49164677821361324,86.6745602165088,2020-02-19,2020-03-23
150,0.1,35,35,0.7,0.13023064771627135,-0.2648948372678672,0.4916315057683793,84.7767253044655,2020-02-19,2020-03-23
150,0.08,38,32,0.6,0.13020431360558904,-0.23902407550527172,0.5447330497162298,78.78213802435722,2020-02-19,2020-03-23
