ma_len,us10y_th,vix_th,rsi_th,risk_pos,cagr,max_dd,calmar,avg_exposure,dd_peak,dd_trough,constraint_label,max_dd_limit
150,0.15,45,32,0.3,0.12331593294698573,-0.1590354126338147,0.7753992076653111,69.0521327014218,2020-02-19,2020-03-23,DD>=-18%,-0.18
150,0.15,45,32,0.4,0.12602329103409393,-0.18607843318528683,0.6772589863146943,73.4732566012187,2020-02-19,2020-03-23,DD>=-20%,-0.2
150,0.15,45,32,0.5,0.12847753596531297,-0.21274680871232576,0.6038987693537584,77.89438050101558,2020-02-19,2020-03-23,DD>=-22%,-0.22
